User1,User2,Date_followed,Interactions,Interest_level
User_3712,User_2690,2021-12-20 16:53:43,9,10
User_3713,User_3480,2020-11-25 20:13:41,83,4
User_3714,User_607,2023-12-18 02:59:56,57,2
User_3715,User_3051,2020-07-12 19:54:58,30,8
User_3716,User_3450,2021-09-09 12:47:09,73,9
User_3717,User_3205,2020-01-15 19:39:57,80,1
User_3718,User_4206,2020-07-10 23:19:16,97,6
User_3719,User_3296,2021-10-16 01:17:03,76,4
User_3720,User_3260,2022-09-19 16:56:59,90,4
User_3721,User_4265,2020-02-11 02:36:02,2,6
User_3722,User_3866,2023-06-18 05:33:35,90,7
User_3723,User_2716,2021-01-01 00:52:19,16,6
User_3724,User_4850,2020-02-28 08:19:08,58,7
User_3725,User_1160,2020-03-17 03:28:56,39,5
User_3726,User_1097,2024-02-18 10:58:23,93,1
User_3727,User_1421,2022-02-24 20:25:33,12,9
User_3728,User_2779,2020-01-17 14:13:52,23,1
User_3729,User_302,2021-03-19 16:52:45,30,7
User_3730,User_634,2022-12-14 03:57:58,18,5
User_3731,User_3192,2023-05-05 05:07:50,45,7
User_3732,User_4816,2020-02-24 11:33:24,33,6
User_3733,User_2356,2023-07-14 01:24:07,21,3
User_3734,User_2145,2021-08-02 16:34:08,12,3
User_3735,User_1123,2021-03-08 06:51:09,5,2
User_3736,User_1771,2022-10-22 23:47:49,87,6
User_3737,User_950,2023-04-18 04:58:56,3,7
User_3738,User_2960,2020-07-18 16:14:58,7,8
User_3739,User_4323,2023-02-15 13:38:05,100,8
User_3740,User_3670,2020-05-14 21:34:57,40,1
User_3741,User_2330,2020-04-24 04:53:11,77,9
User_3742,User_4118,2022-09-22 16:13:36,16,8
User_3743,User_2043,2021-05-27 18:15:11,41,6
User_3744,User_4315,2023-02-03 03:31:23,89,3
User_3745,User_1295,2022-05-18 05:49:53,62,3
User_3746,User_1566,2021-09-18 16:09:42,19,1
User_3747,User_3245,2020-12-19 05:29:49,34,4
User_3748,User_2959,2020-04-26 06:18:30,61,3
User_3749,User_2496,2021-08-16 16:44:11,86,8
User_3750,User_180,2023-12-25 04:08:47,66,5
User_3751,User_4365,2022-04-07 21:50:48,83,2
User_3752,User_1221,2023-12-31 13:23:38,48,7
User_3753,User_3993,2020-04-02 16:35:26,64,1
User_3754,User_3626,2021-03-26 07:04:43,36,10
User_3755,User_1490,2022-08-29 22:32:41,84,5
User_3756,User_717,2024-01-22 18:14:37,8,7
User_3757,User_59,2022-03-18 17:10:10,100,4
User_3758,User_1551,2024-04-07 02:56:16,57,8
User_3759,User_3475,2023-12-12 19:13:54,10,6
User_3760,User_872,2022-11-15 00:00:28,57,9
User_3761,User_1255,2021-12-02 19:26:38,77,8
User_3762,User_998,2021-08-27 04:10:46,75,5
User_3763,User_4084,2021-06-18 18:33:28,91,2
User_3764,User_3329,2022-11-29 11:39:38,53,1
User_3765,User_1113,2023-02-18 14:41:14,47,3
User_3766,User_4467,2021-07-26 17:02:09,42,4
User_3767,User_1272,2021-08-24 02:28:52,82,7
User_3768,User_4699,2020-03-25 22:53:24,46,5
User_3769,User_3972,2022-01-01 22:03:56,75,3
User_3770,User_1025,2023-09-13 13:41:12,47,7
User_3771,User_381,2020-11-20 15:47:47,3,1
User_3772,User_1244,2022-09-06 08:07:03,89,4
User_3773,User_4692,2024-03-09 23:30:09,5,10
User_3774,User_280,2022-04-11 17:23:36,69,7
User_3775,User_904,2020-08-12 07:30:27,87,8
User_3776,User_4922,2021-04-14 07:15:48,75,9
User_3777,User_187,2020-06-13 22:31:59,100,2
User_3778,User_2190,2020-12-21 16:14:22,3,5
User_3779,User_4528,2021-01-17 12:39:47,11,10
User_3780,User_4610,2021-03-16 05:17:57,60,2
User_3781,User_4911,2024-03-28 04:42:12,16,1
User_3782,User_3830,2023-06-15 10:06:48,13,6
User_3783,User_2443,2021-07-07 05:08:47,23,1
User_3784,User_1924,2022-03-02 11:21:22,62,8
User_3785,User_971,2021-07-02 01:49:40,49,3
User_3786,User_4777,2021-08-23 18:33:43,45,7
User_3787,User_2361,2022-09-22 11:40:19,38,7
User_3788,User_938,2022-08-24 01:14:46,6,6
User_3789,User_895,2023-01-30 02:07:48,67,8
User_3790,User_2306,2023-12-28 06:33:51,79,10
User_3791,User_2882,2024-03-17 22:02:02,37,5
User_3792,User_3442,2021-05-25 19:37:49,30,1
User_3793,User_4755,2023-05-19 19:37:07,41,4
User_3794,User_1463,2023-10-02 23:25:05,12,2
User_3795,User_2293,2021-04-11 09:10:35,81,10
User_3796,User_65,2020-05-03 04:31:03,21,9
User_3797,User_865,2020-03-08 01:20:15,35,3
User_3798,User_35,2021-04-24 20:13:57,66,5
User_3799,User_2669,2022-12-05 16:58:07,75,9
User_3800,User_1537,2023-02-07 06:42:41,27,8
User_3801,User_4202,2021-01-31 11:47:28,96,10
User_3802,User_500,2020-07-25 22:17:52,53,5
User_3803,User_409,2021-07-19 18:29:28,90,10
User_3804,User_3824,2022-05-12 04:34:57,77,3
User_3805,User_2988,2023-11-24 04:38:20,97,3
User_3806,User_4194,2022-08-02 11:29:52,11,3
User_3807,User_2163,2023-05-31 09:13:55,42,3
User_3808,User_3697,2023-10-20 19:42:36,93,4
User_3809,User_1273,2023-05-22 19:05:36,85,6
User_3810,User_4622,2021-12-13 02:06:28,20,6
User_3811,User_9,2024-03-03 22:14:03,23,2
User_3812,User_868,2020-03-15 09:00:43,76,1
User_3813,User_4242,2020-04-21 16:14:09,57,4
User_3814,User_20,2020-04-13 16:27:31,15,6
User_3815,User_2125,2020-01-15 11:45:38,62,4
User_3816,User_1999,2023-11-05 21:24:11,5,7
User_3817,User_732,2023-02-03 12:06:41,47,4
User_3818,User_2586,2023-09-22 11:18:52,31,10
User_3819,User_928,2023-07-02 04:30:59,92,2
User_3820,User_1977,2022-06-20 18:56:15,3,1
User_3821,User_3322,2022-01-18 06:01:38,72,9
User_3822,User_3181,2022-10-13 22:15:17,11,10
User_3823,User_1885,2021-07-07 14:19:14,30,1
User_3824,User_3246,2021-01-14 16:19:16,23,5
User_3825,User_4244,2023-07-24 15:06:23,83,9
User_3826,User_4442,2021-08-02 13:35:41,16,5
User_3827,User_2116,2020-09-16 02:07:28,27,10
User_3828,User_4342,2020-06-22 07:16:12,31,7
User_3829,User_2443,2022-03-26 11:26:03,98,3
User_3830,User_1514,2020-10-21 00:09:45,4,7
User_3831,User_2980,2021-05-17 02:32:15,75,6
User_3832,User_1112,2023-04-26 09:22:16,19,6
User_3833,User_4527,2023-02-23 13:24:04,7,10
User_3834,User_4270,2020-03-10 06:08:31,77,8
User_3835,User_3082,2021-10-18 05:48:06,24,6
User_3836,User_3004,2022-12-08 03:47:29,17,6
User_3837,User_4425,2023-07-27 16:00:04,33,7
User_3838,User_3761,2020-09-14 22:51:08,63,8
User_3839,User_3269,2023-10-30 04:38:31,71,9
User_3840,User_3735,2023-06-22 13:52:10,77,2
User_3841,User_492,2024-03-17 20:46:01,62,1
User_3842,User_2295,2022-06-17 02:46:22,34,4
User_3843,User_2117,2020-03-24 20:48:17,80,8
User_3844,User_1586,2022-09-15 05:34:46,66,4
User_3845,User_3167,2023-11-27 23:24:05,3,5
User_3846,User_2717,2023-01-21 04:47:54,100,6
User_3847,User_96,2020-05-16 03:20:22,81,2
User_3848,User_2374,2022-04-23 01:39:26,46,3
User_3849,User_1905,2024-01-31 20:10:28,35,6
User_3850,User_3253,2020-10-31 07:15:41,45,9
User_3851,User_753,2022-10-10 14:48:00,25,1
User_3852,User_3041,2020-12-29 12:57:22,46,8
User_3853,User_3945,2022-12-12 23:58:34,78,9
User_3854,User_400,2022-02-22 13:43:51,89,6
User_3855,User_2007,2022-04-18 15:38:49,52,1
User_3856,User_383,2023-02-28 21:18:42,47,3
User_3857,User_3366,2023-03-20 11:15:32,53,8
User_3858,User_4767,2023-05-30 10:19:38,91,5
User_3859,User_3860,2020-04-09 10:51:33,86,6
User_3860,User_4620,2021-10-23 00:22:50,27,3
User_3861,User_2382,2021-09-07 08:31:17,14,6
User_3862,User_3900,2020-04-28 23:03:23,96,8
User_3863,User_3680,2024-02-25 14:31:24,79,2
User_3864,User_355,2020-02-13 10:28:59,66,4
User_3865,User_4304,2021-08-31 08:45:01,20,1
User_3866,User_877,2022-04-05 06:41:42,72,10
User_3867,User_3199,2022-03-14 20:51:12,6,10
User_3868,User_941,2023-05-07 18:35:20,35,1
User_3869,User_2616,2021-01-29 09:04:28,95,5
User_3870,User_3766,2021-10-24 20:11:09,86,10
User_3871,User_256,2020-02-20 09:10:51,35,1
User_3872,User_3500,2021-01-20 00:43:30,31,3
User_3873,User_4434,2021-05-22 17:41:01,37,3
User_3874,User_3281,2021-08-25 22:12:13,61,1
User_3875,User_800,2020-09-21 09:14:42,63,1
User_3876,User_1873,2024-04-02 21:20:23,31,1
User_3877,User_4939,2022-11-02 02:04:16,68,10
User_3878,User_3900,2020-12-27 22:19:51,75,6
User_3879,User_1984,2021-10-31 19:07:02,42,6
User_3880,User_1679,2023-08-22 21:05:00,41,8
User_3881,User_2555,2021-10-28 03:55:17,57,1
User_3882,User_824,2023-07-17 06:08:25,97,2
User_3883,User_3372,2022-05-01 11:26:18,53,2
User_3884,User_2859,2021-09-14 17:24:09,41,3
User_3885,User_4981,2024-02-23 16:54:35,95,9
User_3886,User_3907,2022-06-08 02:28:37,1,3
User_3887,User_2522,2020-07-28 19:23:43,17,8
User_3888,User_66,2021-06-11 21:03:54,38,8
User_3889,User_4841,2021-06-03 20:41:05,69,10
User_3890,User_4387,2020-02-22 10:25:27,19,8
User_3891,User_3421,2023-08-13 01:55:28,28,6
User_3892,User_3662,2020-08-06 05:15:51,52,2
User_3893,User_3041,2021-12-06 15:38:32,5,8
User_3894,User_1171,2021-08-04 18:54:19,56,7
User_3895,User_26,2020-04-10 05:41:58,26,3
User_3896,User_1383,2021-06-13 23:25:00,70,2
User_3897,User_403,2024-04-08 16:42:14,56,4
User_3898,User_801,2020-04-22 04:05:49,28,4
User_3899,User_1133,2022-04-22 05:49:58,85,1
User_3900,User_1537,2023-03-11 13:21:08,80,6
User_3901,User_3893,2022-12-27 12:00:50,67,2
User_3902,User_1841,2021-09-30 04:05:39,62,6
User_3903,User_4133,2021-04-03 15:21:02,93,3
User_3904,User_1275,2023-09-13 15:41:14,52,8
User_3905,User_3112,2023-07-09 10:33:41,77,6
User_3906,User_630,2020-01-21 18:46:38,11,9
User_3907,User_3203,2022-07-11 04:22:19,40,10
User_3908,User_2333,2020-05-23 08:11:47,34,8
User_3909,User_4351,2022-03-14 15:29:16,52,7
User_3910,User_3096,2020-04-11 02:23:14,47,6
User_3911,User_1957,2021-02-19 07:23:13,33,1
User_3912,User_3439,2022-09-10 06:59:33,22,8
User_3913,User_3830,2022-10-26 04:57:47,51,1
User_3914,User_1950,2022-06-02 01:41:21,96,6
User_3915,User_949,2020-02-05 16:24:59,69,4
User_3916,User_2651,2020-09-24 05:40:47,37,5
User_3917,User_496,2021-03-30 00:48:57,69,3
User_3918,User_169,2021-07-24 10:37:39,54,4
User_3919,User_335,2020-10-13 18:42:33,90,2
User_3920,User_4424,2022-06-10 01:48:33,85,4
User_3921,User_4151,2021-07-01 02:11:59,17,5
User_3922,User_1448,2023-02-20 07:37:52,98,9
User_3923,User_3707,2022-11-13 23:55:58,34,1
User_3924,User_4270,2022-05-18 00:42:08,12,5
User_3925,User_3563,2021-07-19 16:33:14,15,6
User_3926,User_431,2020-10-10 10:30:00,100,9
User_3927,User_54,2023-07-02 11:53:19,92,10
User_3928,User_3681,2023-11-13 04:42:12,66,2
User_3929,User_422,2022-08-17 09:17:31,25,3
User_3930,User_2563,2024-02-18 10:49:55,10,5
User_3931,User_4790,2022-09-02 10:14:19,51,6
User_3932,User_1591,2021-04-11 07:33:40,90,3
User_3933,User_3793,2024-03-31 00:33:02,46,1
User_3934,User_3264,2023-09-16 05:53:47,91,6
User_3935,User_94,2022-08-30 22:21:54,79,10
User_3936,User_2292,2020-11-18 10:18:02,65,4
User_3937,User_412,2022-01-09 22:49:28,22,9
User_3938,User_347,2022-06-11 14:33:39,76,1
User_3939,User_2165,2020-07-14 20:42:58,99,1
User_3940,User_3701,2023-11-27 19:54:27,66,10
User_3941,User_608,2021-10-14 05:11:01,54,4
User_3942,User_4998,2021-08-23 18:20:24,4,8
User_3943,User_1398,2020-08-10 13:20:15,63,5
User_3944,User_1677,2023-12-22 09:55:21,9,10
User_3945,User_4680,2022-04-27 02:55:39,50,9
User_3946,User_2959,2024-03-04 14:42:04,80,3
User_3947,User_540,2020-11-11 06:58:37,41,4
User_3948,User_4318,2023-04-27 10:41:06,45,1
User_3949,User_3506,2022-03-24 08:23:16,96,3
User_3950,User_4085,2021-05-29 18:57:14,3,1
User_3951,User_3380,2024-02-28 15:48:18,93,7
User_3952,User_2334,2021-10-21 05:58:17,48,8
User_3953,User_4313,2023-04-30 10:55:18,49,7
User_3954,User_3418,2022-03-04 21:20:42,42,9
User_3955,User_332,2022-11-01 07:50:25,31,6
User_3956,User_75,2020-03-07 08:42:29,14,7
User_3957,User_843,2020-06-23 06:11:58,9,7
User_3958,User_3336,2023-05-17 22:14:53,58,6
User_3959,User_1956,2022-02-27 15:04:33,43,9
User_3960,User_1919,2020-05-01 23:47:59,5,2
User_3961,User_4447,2020-08-24 21:16:10,57,2
User_3962,User_4516,2020-05-11 07:36:55,24,2
User_3963,User_2163,2021-02-04 13:22:50,27,9
User_3964,User_963,2022-11-22 22:31:31,10,1
User_3965,User_4985,2020-10-11 16:20:37,28,9
User_3966,User_11,2021-02-20 15:45:44,45,2
User_3967,User_3803,2023-04-06 22:17:47,41,5
User_3968,User_4102,2023-04-18 16:16:43,6,5
User_3969,User_153,2022-11-04 05:24:21,13,2
User_3970,User_3351,2020-06-24 22:20:56,52,1
User_3971,User_1716,2021-10-08 03:32:31,2,5
User_3972,User_2329,2021-12-01 01:01:48,17,10
User_3973,User_2916,2021-01-16 17:23:35,55,3
User_3974,User_582,2020-10-29 01:03:26,55,10
User_3975,User_3384,2024-03-30 07:29:46,39,5
User_3976,User_4365,2023-04-02 19:36:52,19,3
User_3977,User_1640,2023-01-18 14:05:00,94,5
User_3978,User_2586,2021-12-03 23:26:29,58,1
User_3979,User_3494,2024-01-19 13:44:48,11,6
User_3980,User_4928,2022-03-28 01:05:48,20,4
User_3981,User_1927,2021-06-25 16:39:09,66,5
User_3982,User_1008,2021-07-25 10:05:22,68,9
User_3983,User_2292,2020-05-14 16:31:51,29,1
User_3984,User_3858,2023-10-07 17:22:40,76,8
User_3985,User_3168,2021-10-01 18:47:14,69,3
User_3986,User_1364,2021-03-12 06:36:09,29,8
User_3987,User_2555,2021-03-17 00:15:06,53,6
User_3988,User_80,2021-02-10 15:16:50,64,10
User_3989,User_950,2021-01-09 00:28:16,76,3
User_3990,User_3424,2022-02-09 10:15:02,39,1
User_3991,User_4524,2023-10-24 16:55:28,97,6
User_3992,User_2207,2023-09-18 03:20:08,100,7
User_3993,User_303,2021-12-22 05:39:33,89,9
User_3994,User_3001,2022-05-08 03:42:33,73,9
User_3995,User_4872,2022-09-05 08:57:08,27,9
User_3996,User_3791,2024-03-10 20:55:49,13,1
User_3997,User_2914,2022-05-18 10:13:26,3,8
User_3998,User_1867,2021-10-28 13:04:45,80,10
User_3999,User_3213,2022-08-17 13:27:23,8,2
User_4000,User_15,2021-05-06 10:53:51,75,3
User_4001,User_4803,2022-11-20 22:58:08,36,3
User_4002,User_3431,2020-07-17 23:27:10,90,10
User_4003,User_4789,2020-06-16 14:15:12,96,3
User_4004,User_3550,2022-03-20 00:07:02,28,6
User_4005,User_1246,2020-10-11 01:56:01,94,2
User_4006,User_1880,2020-05-30 09:06:44,13,3
User_4007,User_1691,2022-11-08 21:18:50,96,1
User_4008,User_2155,2020-05-18 23:15:27,97,10
User_4009,User_552,2022-02-24 11:02:49,41,6
User_4010,User_2597,2024-02-05 14:01:41,68,4
User_4011,User_511,2022-05-08 07:54:51,74,10
User_4012,User_3383,2020-05-02 19:58:47,68,9
User_4013,User_3946,2020-07-05 21:43:53,22,10
User_4014,User_3832,2020-10-28 21:03:51,28,6
User_4015,User_1362,2021-03-27 20:05:58,97,5
User_4016,User_4909,2022-06-04 00:41:17,39,7
User_4017,User_1033,2023-01-27 22:54:26,88,9
User_4018,User_2863,2020-07-19 22:11:03,21,10
User_4019,User_907,2020-11-15 22:33:38,26,6
User_4020,User_4855,2023-07-01 14:18:28,73,7
User_4021,User_3673,2022-05-03 07:37:08,73,2
User_4022,User_3170,2023-02-25 10:10:42,27,2
User_4023,User_3198,2022-10-27 19:03:24,25,8
User_4024,User_2904,2020-07-25 16:34:11,48,2
User_4025,User_1772,2020-07-15 10:15:34,43,7
User_4026,User_4837,2023-12-22 21:46:07,58,6
User_4027,User_4541,2021-05-05 19:05:15,48,3
User_4028,User_4590,2023-07-29 00:50:40,38,5
User_4029,User_3988,2022-03-23 04:27:20,5,7
User_4030,User_2923,2020-05-18 22:23:08,97,5
User_4031,User_2780,2021-02-05 10:14:15,45,8
User_4032,User_246,2023-10-15 13:30:24,17,9
User_4033,User_4429,2023-09-18 09:09:40,35,10
User_4034,User_3778,2023-10-31 03:41:49,69,7
User_4035,User_3756,2022-06-01 16:14:53,62,6
User_4036,User_3191,2021-02-20 15:04:01,90,1
User_4037,User_1849,2022-02-28 15:45:40,66,8
User_4038,User_4821,2021-04-13 16:39:11,57,4
User_4039,User_1047,2023-03-22 18:53:59,80,1
User_4040,User_395,2023-04-23 06:25:15,4,6
User_4041,User_4954,2021-09-21 22:27:31,51,8
User_4042,User_3057,2022-08-27 20:30:36,39,8
User_4043,User_4399,2020-06-21 00:29:39,29,6
User_4044,User_4100,2022-01-13 07:35:07,83,5
User_4045,User_3771,2021-02-10 17:53:07,84,9
User_4046,User_2741,2023-08-16 21:07:13,1,10
User_4047,User_1333,2020-03-27 20:46:21,53,5
User_4048,User_2765,2023-12-06 13:24:17,17,4
User_4049,User_3533,2021-04-08 02:45:12,58,8
User_4050,User_1676,2020-07-22 08:21:15,30,4
User_4051,User_3771,2022-08-29 08:54:14,80,9
User_4052,User_3270,2021-09-16 14:32:08,18,5
User_4053,User_213,2023-03-04 12:25:51,44,1
User_4054,User_4050,2020-04-21 21:23:39,26,10
User_4055,User_4298,2023-10-15 20:16:23,7,1
User_4056,User_894,2022-01-07 11:56:26,77,5
User_4057,User_4475,2020-04-20 23:48:57,59,10
User_4058,User_2988,2022-12-19 10:23:41,60,7
User_4059,User_1643,2023-04-27 04:07:01,53,9
User_4060,User_1587,2022-06-08 00:37:18,18,10
User_4061,User_4353,2020-05-01 07:01:00,16,3
User_4062,User_371,2022-09-27 00:06:12,19,6
User_4063,User_506,2020-01-04 00:12:49,51,7
User_4064,User_4012,2021-09-22 22:51:02,78,10
User_4065,User_1298,2020-09-10 07:23:31,76,3
User_4066,User_3372,2023-09-14 06:52:10,91,8
User_4067,User_3973,2023-11-07 04:50:02,54,7
User_4068,User_4163,2023-04-08 20:36:43,99,8
User_4069,User_243,2021-05-17 11:20:21,78,1
User_4070,User_1106,2022-04-16 12:25:03,12,10
User_4071,User_2825,2024-03-04 05:14:59,71,7
User_4072,User_3081,2022-04-16 04:22:19,71,5
User_4073,User_1340,2020-05-13 08:01:19,50,1
User_4074,User_4147,2024-02-20 21:05:41,61,1
User_4075,User_2775,2023-11-05 05:10:42,11,4
User_4076,User_149,2020-08-19 05:05:44,94,2
User_4077,User_394,2020-11-10 09:15:45,49,8
User_4078,User_1163,2021-06-01 04:20:22,73,5
User_4079,User_4872,2021-08-22 16:38:44,78,3
User_4080,User_2970,2024-02-29 12:16:59,46,6
User_4081,User_4750,2020-12-20 15:27:48,96,8
User_4082,User_1161,2022-05-22 06:47:09,25,5
User_4083,User_3836,2021-10-19 15:27:59,54,2
User_4084,User_1230,2024-02-18 22:38:20,96,7
User_4085,User_24,2022-02-18 13:18:39,3,9
User_4086,User_1925,2020-06-11 08:55:40,30,1
User_4087,User_296,2023-01-10 20:11:21,64,7
User_4088,User_2118,2023-10-10 22:54:12,25,2
User_4089,User_824,2021-09-14 17:54:51,73,8
User_4090,User_1876,2022-01-19 05:53:08,26,2
User_4091,User_4080,2021-07-06 03:22:19,20,3
User_4092,User_4169,2024-03-08 02:54:45,38,1
User_4093,User_2600,2020-05-01 08:17:02,28,1
User_4094,User_3737,2022-07-09 23:49:42,82,7
User_4095,User_4019,2023-12-31 01:14:56,23,5
User_4096,User_1604,2023-04-19 09:18:56,59,4
User_4097,User_983,2020-09-10 23:18:50,54,6
User_4098,User_1855,2021-01-29 18:46:16,37,9
User_4099,User_4394,2020-09-29 14:39:01,38,7
User_4100,User_1202,2023-07-17 09:30:49,100,10
User_4101,User_4432,2021-05-14 15:56:02,100,4
User_4102,User_1015,2022-08-27 13:44:23,4,1
User_4103,User_1076,2023-06-16 13:24:12,46,2
User_4104,User_981,2020-11-04 15:47:34,48,8
User_4105,User_3662,2024-03-22 09:24:44,34,8
User_4106,User_2396,2023-06-16 22:59:59,51,2
User_4107,User_1151,2021-10-14 17:36:39,80,6
User_4108,User_1042,2023-05-19 01:27:15,10,6
User_4109,User_4833,2022-03-12 09:09:11,23,10
User_4110,User_212,2023-08-09 05:26:33,23,10
User_4111,User_1935,2020-10-05 06:55:27,11,10
User_4112,User_1865,2021-07-17 09:42:30,98,3
User_4113,User_2837,2024-03-13 01:47:02,77,7
User_4114,User_418,2021-07-24 19:33:28,83,9
User_4115,User_1260,2020-10-22 02:56:39,96,10
User_4116,User_1640,2021-07-13 02:54:22,51,6
User_4117,User_1841,2022-07-11 17:38:27,68,9
User_4118,User_2848,2023-08-17 15:23:35,23,4
User_4119,User_1121,2022-10-15 10:31:19,58,3
User_4120,User_2357,2020-01-05 11:53:22,20,6
User_4121,User_3557,2021-11-13 03:30:17,58,8
User_4122,User_2513,2021-05-31 07:55:15,29,3
User_4123,User_3159,2021-02-26 03:27:37,91,7
User_4124,User_2060,2020-02-16 23:57:12,79,9
User_4125,User_3455,2022-01-05 11:26:37,56,1
User_4126,User_4452,2021-08-05 08:34:57,67,2
User_4127,User_3889,2021-04-04 16:54:54,2,7
User_4128,User_4926,2020-06-15 19:48:52,33,10
User_4129,User_3581,2023-12-16 22:14:43,5,6
User_4130,User_389,2020-05-25 07:57:42,100,2
User_4131,User_3743,2023-10-23 04:42:13,11,1
User_4132,User_4782,2020-11-20 03:38:25,14,3
User_4133,User_3997,2020-01-28 12:19:45,7,4
User_4134,User_921,2020-04-28 15:54:35,29,8
User_4135,User_4764,2021-11-19 09:19:43,7,1
User_4136,User_2517,2020-06-21 10:06:50,17,6
User_4137,User_2552,2023-07-07 22:52:58,84,2
User_4138,User_4469,2023-05-16 10:36:16,98,4
User_4139,User_1355,2022-06-01 02:58:26,93,10
User_4140,User_3101,2021-06-28 10:19:09,78,9
User_4141,User_916,2021-05-10 14:22:14,99,7
User_4142,User_3215,2021-06-27 08:23:29,21,7
User_4143,User_649,2021-12-24 02:13:49,21,2
User_4144,User_2834,2023-03-06 08:19:22,29,6
User_4145,User_1858,2020-03-27 01:18:44,20,7
User_4146,User_1391,2021-09-07 01:15:33,91,8
User_4147,User_153,2020-11-22 11:44:08,74,3
User_4148,User_4147,2023-04-16 04:35:31,58,10
User_4149,User_4639,2020-02-25 07:58:29,84,10
User_4150,User_2541,2022-05-27 10:57:47,3,7
User_4151,User_126,2024-02-09 21:16:12,66,1
User_4152,User_1106,2024-01-31 23:25:24,66,7
User_4153,User_4897,2023-08-20 17:40:50,74,4
User_4154,User_3918,2022-01-08 01:07:20,95,9
User_4155,User_659,2022-12-11 17:15:13,36,3
User_4156,User_556,2022-05-06 02:30:00,37,10
User_4157,User_3227,2024-01-22 00:11:08,95,5
User_4158,User_2567,2020-07-18 18:01:56,68,1
User_4159,User_2066,2022-07-13 12:06:17,87,7
User_4160,User_2341,2023-08-23 04:12:15,83,9
User_4161,User_4506,2020-07-18 17:54:08,100,2
User_4162,User_1822,2022-11-17 15:55:03,71,10
User_4163,User_2091,2023-03-13 23:59:53,83,5
User_4164,User_2980,2022-06-23 18:02:07,13,6
User_4165,User_3099,2021-08-05 00:42:38,26,9
User_4166,User_3959,2022-01-28 09:57:35,38,2
User_4167,User_4712,2020-08-19 03:04:56,42,9
User_4168,User_3752,2020-02-13 17:07:23,53,8
User_4169,User_2408,2022-06-10 16:33:56,78,5
User_4170,User_3767,2022-07-13 23:44:06,86,8
User_4171,User_2765,2023-03-01 05:39:14,85,7
User_4172,User_2582,2021-05-07 21:32:52,59,4
User_4173,User_3166,2022-02-07 15:08:19,97,6
User_4174,User_98,2022-11-15 23:25:21,82,4
User_4175,User_3724,2020-10-24 04:15:33,88,1
User_4176,User_1104,2022-10-17 03:44:48,38,5
User_4177,User_2214,2021-09-23 12:57:59,54,4
User_4178,User_4933,2023-01-29 00:07:21,21,1
User_4179,User_1511,2022-03-23 11:22:46,86,4
User_4180,User_1985,2021-04-18 16:31:48,47,7
User_4181,User_302,2020-01-27 05:18:18,52,2
User_4182,User_2876,2022-05-17 20:04:56,50,8
User_4183,User_2156,2023-09-20 22:16:06,58,8
User_4184,User_4883,2022-08-03 20:24:14,14,2
User_4185,User_2866,2022-06-07 05:09:49,42,6
User_4186,User_4337,2020-03-15 19:53:10,55,4
User_4187,User_3584,2020-02-08 06:29:40,28,10
User_4188,User_17,2023-01-30 04:31:04,6,4
User_4189,User_3076,2021-06-11 23:27:20,60,9
User_4190,User_3834,2024-02-24 20:01:14,91,6
User_4191,User_1427,2021-08-22 02:10:17,62,4
User_4192,User_13,2022-11-21 08:24:25,76,3
User_4193,User_779,2020-02-08 23:18:26,37,8
User_4194,User_709,2020-06-18 04:22:03,69,7
User_4195,User_2556,2024-01-30 04:54:53,73,5
User_4196,User_4414,2021-04-01 12:11:44,43,2
User_4197,User_497,2023-02-08 17:30:22,93,8
User_4198,User_1019,2023-09-30 11:15:36,58,9
User_4199,User_1394,2021-05-27 04:23:35,92,10
User_4200,User_4311,2020-02-24 04:50:11,75,10
User_4201,User_4484,2022-11-03 05:32:58,88,3
User_4202,User_2836,2022-09-05 17:34:48,58,10
User_4203,User_3147,2022-04-27 15:03:31,22,4
User_4204,User_4820,2023-07-01 07:54:35,82,1
User_4205,User_123,2024-01-17 10:51:03,96,6
User_4206,User_1673,2023-06-18 05:30:11,55,8
User_4207,User_668,2020-10-07 03:59:49,11,7
User_4208,User_2881,2023-04-25 06:42:26,33,3
User_4209,User_2556,2020-01-18 03:16:28,30,5
User_4210,User_3129,2023-01-05 18:03:45,7,5
User_4211,User_3332,2021-02-14 16:48:11,28,9
User_4212,User_4234,2021-04-13 10:26:09,74,1
User_4213,User_2187,2021-05-06 06:27:28,10,9
User_4214,User_4232,2023-04-07 04:52:55,79,7
User_4215,User_4351,2023-01-25 13:06:14,60,7
User_4216,User_4266,2024-02-18 21:21:41,90,8
User_4217,User_4716,2020-05-15 09:14:46,82,7
User_4218,User_2364,2022-09-19 00:33:37,7,3
User_4219,User_162,2020-01-28 15:09:41,41,6
User_4220,User_4274,2020-07-16 13:15:51,5,6
User_4221,User_1814,2022-05-23 12:47:28,2,2
User_4222,User_1851,2024-01-03 04:25:16,76,7
User_4223,User_699,2021-03-14 03:13:45,88,7
User_4224,User_4040,2021-10-04 04:11:43,27,1
User_4225,User_3225,2020-06-06 06:40:05,70,8
User_4226,User_3778,2023-07-21 10:14:33,1,10
User_4227,User_3602,2022-04-27 12:43:43,64,5
User_4228,User_4999,2021-08-06 20:57:49,21,5
User_4229,User_1888,2024-03-20 18:11:06,58,6
User_4230,User_1727,2021-09-17 18:41:00,53,1
User_4231,User_96,2021-12-29 16:18:33,50,9
User_4232,User_2014,2020-04-29 10:02:45,16,3
